"doc_id","source_ref","bank","doc_type","project_id","project_name","classification_confidence"
"aa01219f-9f57-4efa-8f38-5cfa2fa95926","F:\D\Makereatu AI\Updated PAD_IEG_WB_ADB\_artifacts\9148e6dd9163416a57809e66bee7224a92b57d513febbcda2d01b5ce7d3258ba.artifacts.json","ADB","ADB_PCR","Project","| Rural Access Roads Project | Total Project Costs ($ million): | 37.50 | 38.01","0.93"
